usage_id,customer_id,date,gb_used,app_most_used,is_roaming,download_speed,upload_speed,data_pack_type
54,3663,2024-02-05,4.36,WhatsApp,False,15.02,2.03,Booster
55,1834,2024-01-04,0.62,Netflix,False,15.13,13.79,Unlimited
56,3948,2024-03-14,1.24,Instagram,False,28.12,4.99,Booster
57,2473,2024-01-13,3.1,Facebook,True,46.54,11.23,Booster
58,4827,2024-03-10,4.85,WhatsApp,False,13.07,6.25,Daily
59,4207,2024-01-07,3.06,Facebook,False,49.68,10.97,Daily
60,1251,2024-01-28,1.7,WhatsApp,False,6.39,19.98,Booster
61,3111,2024-02-28,4.11,WhatsApp,False,47.13,14.12,Unlimited
62,135,2024-02-06,0.76,Facebook,False,2.86,7.59,Unlimited
63,610,2024-01-15,4.42,WhatsApp,False,9.78,19.34,Unlimited
64,1058,2024-01-30,4.88,Instagram,False,48.87,1.66,Unlimited
65,3035,2024-03-14,4.84,Netflix,False,14.77,4.25,Booster
66,1989,2024-01-12,0.82,YouTube,False,2.34,10.47,Booster
67,3775,2024-03-21,2.79,Facebook,True,44.48,6.55,Unlimited
68,2247,2024-01-30,2.97,Facebook,False,45.87,14.68,Unlimited
69,4656,2024-01-01,1.06,Netflix,False,37.73,1.65,Unlimited
70,259,2024-02-05,2.78,Instagram,False,47.1,6.21,Booster
71,3901,2024-03-28,3.27,YouTube,False,14.75,17.26,Daily
72,916,2024-01-21,1.71,Instagram,False,32.97,8.64,Unlimited
73,3943,2024-02-01,1.65,Facebook,False,37.63,4.86,Booster
74,238,2024-03-03,0.4,YouTube,False,48.73,10.85,Daily
75,3356,2024-03-22,4.79,WhatsApp,False,45.11,7.96,Daily
76,688,2024-01-13,4.04,Facebook,False,4.84,6.37,Booster
77,1159,2024-02-06,3.82,Instagram,False,18.27,17.12,Daily
78,2130,2024-02-13,0.21,Netflix,False,31.53,17.18,Unlimited
79,595,2024-01-21,3.16,WhatsApp,False,43.06,8.95,Unlimited
80,2702,2024-01-18,0.99,YouTube,False,15.42,12.47,Booster
81,1751,2024-02-15,3.34,Facebook,False,2.39,14.66,Booster
82,403,2024-02-16,3.14,Netflix,True,10.97,14.38,Unlimited
83,822,2024-01-26,4.27,Netflix,False,22.42,7.32,Booster
84,3839,2024-01-05,1.35,Instagram,False,4.94,13.56,Unlimited
85,2236,2024-01-05,0.23,Netflix,False,4.03,18.45,Daily
86,2541,2024-01-31,4.58,Instagram,False,21.28,2.05,Unlimited
87,2303,2024-01-28,4.55,YouTube,False,33.1,2.39,Booster
88,1698,2024-03-17,2.33,Facebook,False,36.1,17.2,Unlimited
89,3929,2024-03-15,0.48,YouTube,False,27.57,12.45,Daily
90,1614,2024-03-05,2.54,Instagram,False,22.92,1.52,Booster
91,4581,2024-03-28,2.67,YouTube,False,2.9,15.55,Unlimited
92,3680,2024-01-13,4.13,Facebook,False,14.6,3.02,Booster
93,3553,2024-01-18,3.61,Facebook,False,34.15,16.95,Unlimited
94,2228,2024-01-24,0.45,Netflix,False,23.58,10.18,Booster
95,3679,2024-01-29,3.56,Instagram,False,14.68,6.54,Unlimited
96,4997,2024-01-28,0.77,YouTube,False,13.01,12.73,Booster
97,1465,2024-02-14,0.54,Netflix,True,2.83,4.3,Daily
98,4740,2024-03-26,2.05,Netflix,False,41.6,11.22,Booster
99,4883,2024-03-24,0.48,YouTube,False,44.15,10.31,Booster
100,3101,2024-01-11,4.16,Instagram,False,19.55,5.56,Daily
101,4114,2024-02-20,2.37,Instagram,False,35.66,13.69,Daily
102,1957,2024-02-28,2.98,Facebook,True,5.12,7.66,Booster
103,4094,2024-03-24,2.93,Instagram,False,44.66,17.16,Booster
104,4852,2024-01-13,4.89,Netflix,False,45.53,2.59,Booster
105,687,2024-02-16,4.59,Facebook,False,9.53,15.63,Unlimited
106,2037,2024-03-28,4.26,WhatsApp,False,39.47,9.32,Unlimited
107,3580,2024-02-12,1.98,Facebook,False,24.72,6.93,Daily
108,601,2024-01-24,0.81,Netflix,False,34.69,18.84,Unlimited
109,1044,2024-02-17,3.0,YouTube,False,24.78,4.8,Daily
110,1380,2024-03-03,2.26,YouTube,False,5.78,9.04,Unlimited
111,4529,2024-01-17,1.21,YouTube,False,42.32,9.82,Unlimited
112,1042,2024-03-09,0.58,Netflix,True,6.12,6.65,Daily
113,1574,2024-02-23,2.24,Facebook,False,19.29,2.69,Booster
114,4472,2024-01-14,3.29,YouTube,False,49.33,18.2,Booster
115,1364,2024-01-15,3.16,Instagram,False,22.48,17.99,Unlimited
116,1011,2024-03-13,3.89,WhatsApp,False,41.37,12.95,Booster
117,4812,2024-03-18,2.39,YouTube,True,10.11,7.16,Daily
118,1257,2024-01-10,1.68,YouTube,False,41.84,12.93,Daily
119,1128,2024-01-22,2.74,WhatsApp,False,24.14,19.32,Unlimited
120,1024,2024-01-13,4.88,Instagram,False,26.48,17.78,Daily
121,3695,2024-03-21,0.32,WhatsApp,False,48.5,4.15,Daily
122,2785,2024-03-05,2.69,YouTube,False,44.53,16.51,Daily
123,4317,2024-01-14,1.71,YouTube,False,18.69,16.16,Booster
124,1050,2024-02-13,0.62,Facebook,False,47.57,18.43,Unlimited
125,2302,2024-02-08,2.23,Netflix,False,6.95,1.9,Daily
126,4922,2024-02-04,3.24,Facebook,False,3.26,15.56,Daily
127,1155,2024-03-05,2.69,Facebook,False,27.57,11.38,Unlimited
128,30,2024-01-27,0.24,Facebook,False,38.96,11.23,Unlimited
129,787,2024-02-14,2.94,Facebook,True,12.61,7.64,Daily
130,4106,2024-02-26,1.24,Facebook,False,5.85,15.93,Booster
131,3161,2024-01-22,1.77,Instagram,False,42.58,9.05,Booster
132,1171,2024-02-03,1.63,Netflix,False,49.34,7.8,Booster
133,3199,2024-01-09,4.31,Netflix,False,35.33,19.25,Daily
134,2746,2024-02-19,0.33,Netflix,False,48.81,9.79,Daily
135,1365,2024-02-23,1.81,Instagram,False,41.97,16.06,Daily
136,1542,2024-02-27,2.03,Instagram,False,14.09,3.64,Booster
137,4147,2024-03-02,3.13,Instagram,False,7.27,15.06,Unlimited
138,4494,2024-02-07,3.97,YouTube,False,40.83,13.75,Booster
139,314,2024-03-24,3.67,Netflix,False,33.66,10.71,Booster
140,2696,2024-01-27,3.79,WhatsApp,False,41.02,3.61,Booster
141,4610,2024-03-04,1.04,Facebook,False,36.48,3.29,Daily
142,530,2024-01-03,4.57,YouTube,False,26.25,13.85,Unlimited
143,4956,2024-01-11,2.13,YouTube,False,47.16,17.26,Unlimited
144,2467,2024-01-24,0.15,Facebook,True,38.17,11.78,Unlimited
145,2242,2024-01-29,3.37,YouTube,False,2.41,9.76,Daily
146,312,2024-03-09,3.06,Instagram,False,35.8,10.88,Unlimited
147,996,2024-01-08,0.72,YouTube,False,28.12,3.97,Booster
148,2524,2024-01-19,4.8,Netflix,True,8.64,1.99,Daily
149,2632,2024-03-08,2.85,Netflix,False,22.89,16.75,Booster
150,264,2024-03-09,2.4,WhatsApp,True,27.16,17.08,Unlimited
151,3853,2024-02-17,2.05,Netflix,False,24.49,15.31,Unlimited
152,21,2024-02-09,1.13,Facebook,True,22.85,15.66,Unlimited
153,2525,2024-03-07,4.77,Facebook,False,32.3,5.06,Unlimited
154,4645,2024-01-16,3.54,Netflix,False,33.61,3.07,Booster
155,1197,2024-03-04,2.88,Instagram,False,35.48,4.04,Daily
156,3134,2024-01-08,3.19,Netflix,False,38.55,13.14,Unlimited
157,206,2024-01-05,4.22,Instagram,True,41.99,8.55,Daily
158,1637,2024-03-12,3.22,Facebook,False,29.56,1.3,Booster
159,631,2024-01-25,0.66,Netflix,False,5.5,19.06,Unlimited
160,2227,2024-02-22,3.52,WhatsApp,False,19.51,5.38,Daily
161,2390,2024-02-18,2.87,Facebook,False,2.18,1.08,Daily
162,4536,2024-03-12,4.84,WhatsApp,False,30.57,8.3,Booster
163,1099,2024-01-21,3.7,Facebook,False,48.8,5.05,Daily
164,290,2024-02-20,1.79,YouTube,False,41.7,8.01,Unlimited
165,2605,2024-02-15,0.76,YouTube,True,25.34,18.83,Unlimited
166,208,2024-01-09,2.46,YouTube,False,35.99,12.8,Unlimited
167,3815,2024-03-04,3.43,WhatsApp,False,37.61,13.27,Unlimited
168,272,2024-03-17,0.97,Instagram,False,30.55,17.79,Unlimited
169,3679,2024-01-23,3.28,Facebook,False,44.51,3.16,Unlimited
170,415,2024-02-29,4.15,YouTube,False,17.45,2.9,Daily
171,3469,2024-02-28,0.87,WhatsApp,False,34.32,17.25,Unlimited
172,4480,2024-01-08,3.56,Facebook,False,5.1,4.02,Unlimited
173,1285,2024-03-04,0.43,YouTube,False,8.64,14.95,Daily
174,4987,2024-02-23,0.14,YouTube,False,47.05,4.97,Daily
175,1663,2024-01-15,0.26,YouTube,False,28.07,10.02,Booster
176,4015,2024-02-21,3.19,WhatsApp,False,38.21,8.32,Daily
177,1042,2024-02-20,4.87,Instagram,False,43.73,2.97,Booster
178,4091,2024-01-04,3.88,YouTube,False,46.84,13.76,Booster
179,2295,2024-02-03,1.35,YouTube,False,6.31,17.24,Booster
180,3714,2024-01-24,0.45,Instagram,False,35.69,2.89,Unlimited
181,2462,2024-01-21,3.12,Instagram,False,32.23,7.79,Daily
182,1344,2024-01-02,0.12,Netflix,False,30.81,1.54,Unlimited
183,2763,2024-01-07,3.98,YouTube,False,8.98,5.48,Unlimited
184,2229,2024-02-25,1.29,Facebook,False,39.11,5.95,Booster
185,3368,2024-03-15,1.57,Netflix,False,17.15,16.52,Daily
186,944,2024-03-16,1.79,Facebook,False,12.67,15.29,Unlimited
187,4989,2024-03-08,3.84,Instagram,False,35.95,16.8,Booster
188,4157,2024-02-04,1.4,Netflix,False,12.34,2.53,Daily
189,4060,2024-01-26,1.49,WhatsApp,False,25.94,3.53,Unlimited
190,166,2024-01-18,2.75,Netflix,False,17.24,6.78,Unlimited
191,1906,2024-03-04,2.37,Netflix,False,41.53,15.14,Daily
192,3057,2024-02-25,4.78,Instagram,False,47.81,1.48,Daily
193,1324,2024-03-20,1.39,YouTube,False,41.58,3.83,Unlimited
194,4751,2024-02-24,0.55,Instagram,False,21.05,10.46,Unlimited
195,351,2024-01-12,2.75,Instagram,False,9.81,1.46,Booster
196,2311,2024-02-06,1.0,Instagram,False,35.52,2.97,Unlimited
197,3310,2024-02-21,2.13,Facebook,False,45.38,7.06,Daily
198,932,2024-01-19,1.02,WhatsApp,True,21.27,5.55,Booster
199,3839,2024-01-15,4.42,Facebook,False,3.96,7.86,Unlimited
200,1114,2024-03-26,1.7,Netflix,False,7.97,15.36,Daily
201,2187,2024-03-24,3.9,Instagram,False,20.37,5.13,Unlimited
202,1990,2024-02-21,4.75,YouTube,False,25.97,12.89,Daily
203,1386,2024-03-17,4.71,Instagram,False,15.95,17.74,Booster
204,3485,2024-03-27,2.67,Facebook,False,25.4,6.79,Daily
205,1117,2024-01-26,4.92,WhatsApp,True,48.02,1.94,Unlimited
206,134,2024-02-14,3.31,Facebook,False,5.7,13.0,Unlimited
207,3952,2024-01-21,0.73,Instagram,False,40.57,14.62,Daily
208,1228,2024-03-21,4.45,WhatsApp,False,23.86,10.05,Daily
209,3110,2024-02-22,2.4,YouTube,False,33.38,9.13,Booster
210,2505,2024-01-29,0.85,Facebook,False,48.53,15.18,Unlimited
211,3606,2024-02-17,3.98,Facebook,False,24.06,8.91,Daily
212,1882,2024-03-26,3.16,Netflix,False,6.61,1.09,Daily
213,4534,2024-01-19,4.42,WhatsApp,False,41.74,17.91,Unlimited
214,680,2024-02-23,4.15,Facebook,False,14.71,5.81,Daily
215,2695,2024-03-18,1.67,Netflix,False,45.45,12.56,Booster
216,2670,2024-03-27,1.36,YouTube,False,5.93,11.54,Daily
217,1248,2024-01-02,3.7,Facebook,False,12.94,10.75,Unlimited
218,1192,2024-02-01,2.91,Facebook,False,48.47,5.68,Daily
219,1131,2024-03-02,0.44,Instagram,False,44.25,15.07,Booster
220,1404,2024-01-07,0.99,Facebook,False,12.5,5.68,Unlimited
221,2072,2024-03-08,0.84,YouTube,False,39.27,18.84,Daily
222,1331,2024-03-27,2.99,Netflix,False,6.14,11.64,Unlimited
223,1382,2024-03-24,0.52,WhatsApp,False,9.58,15.63,Daily
224,370,2024-01-22,1.12,YouTube,False,10.75,15.15,Booster
225,3795,2024-01-29,2.77,WhatsApp,True,4.07,19.4,Booster
226,2491,2024-01-03,0.75,YouTube,True,25.26,11.11,Unlimited
227,1177,2024-01-22,1.32,Netflix,True,20.75,2.05,Unlimited
228,376,2024-03-24,4.54,Instagram,False,30.3,2.67,Daily
229,2761,2024-03-29,3.52,Netflix,False,35.06,7.8,Unlimited
230,3291,2024-02-22,1.6,WhatsApp,False,30.58,7.85,Daily
231,1944,2024-02-26,4.4,WhatsApp,False,15.37,5.13,Booster
232,958,2024-01-10,1.33,Facebook,True,5.97,18.59,Unlimited
233,811,2024-02-09,2.99,Instagram,False,37.14,9.99,Unlimited
234,4923,2024-01-20,1.91,Netflix,False,16.84,18.15,Booster
235,1534,2024-03-27,3.79,Netflix,False,13.86,2.05,Unlimited
236,4431,2024-01-11,1.92,WhatsApp,False,35.14,7.62,Booster
237,410,2024-01-08,1.32,Instagram,False,23.21,7.83,Daily
238,54,2024-02-05,3.08,Netflix,False,11.82,1.72,Booster
239,4797,2024-01-25,3.75,Instagram,False,38.79,13.3,Booster
240,1099,2024-02-08,2.73,Instagram,False,40.71,3.7,Daily
241,2397,2024-03-02,3.61,Netflix,False,49.29,7.59,Booster
242,975,2024-03-27,2.17,Instagram,False,24.46,19.64,Booster
243,4489,2024-01-21,4.0,YouTube,False,3.76,18.67,Booster
244,4650,2024-01-19,2.97,WhatsApp,False,26.83,5.97,Booster
245,2895,2024-01-25,1.06,Instagram,False,3.12,6.98,Booster
246,3280,2024-03-27,4.46,Instagram,False,47.48,11.27,Booster
247,4922,2024-03-23,4.2,YouTube,False,10.39,6.43,Unlimited
248,4840,2024-01-05,4.82,Facebook,False,46.42,14.79,Booster
249,2225,2024-03-23,2.89,Instagram,False,47.6,11.78,Unlimited
250,2559,2024-01-12,3.41,Netflix,False,39.22,9.98,Daily
251,3691,2024-01-25,4.33,Facebook,False,6.19,19.19,Daily
252,139,2024-01-05,0.36,Facebook,False,28.8,5.13,Daily
253,3174,2024-03-16,4.57,YouTube,False,19.0,17.31,Booster
254,2521,2024-01-27,1.43,Netflix,False,41.37,14.82,Booster
255,4638,2024-01-04,0.38,Facebook,False,16.51,4.82,Daily
256,2242,2024-03-23,1.26,Instagram,False,23.66,4.51,Unlimited
257,3828,2024-02-14,2.97,YouTube,False,29.54,11.97,Daily
258,1338,2024-02-16,0.33,YouTube,False,3.7,2.52,Booster
259,4090,2024-03-28,0.1,YouTube,False,31.23,10.14,Unlimited
260,2853,2024-01-28,3.23,WhatsApp,False,18.52,7.41,Unlimited
261,2295,2024-02-04,2.32,Facebook,True,27.4,17.16,Unlimited
262,2678,2024-01-16,4.24,Netflix,False,7.99,12.34,Unlimited
263,73,2024-01-12,1.36,Netflix,False,18.12,13.16,Booster
264,2879,2024-03-20,1.48,WhatsApp,False,29.93,7.21,Daily
265,2142,2024-03-15,0.48,Instagram,False,29.44,5.11,Daily
266,4531,2024-02-12,2.74,Facebook,False,9.58,11.2,Daily
267,1807,2024-01-28,1.89,YouTube,True,21.91,18.95,Daily
268,2046,2024-03-27,1.76,WhatsApp,False,26.94,12.31,Daily
269,3503,2024-03-21,2.34,WhatsApp,False,5.9,1.37,Daily
270,4553,2024-01-19,4.26,Facebook,False,30.77,19.31,Daily
271,3502,2024-03-15,0.62,Netflix,False,13.12,16.84,Daily
272,2277,2024-03-08,2.67,Facebook,False,46.17,17.79,Daily
273,2078,2024-03-14,1.06,Netflix,False,14.89,9.6,Unlimited
274,1649,2024-02-24,1.14,Facebook,False,39.79,18.03,Daily
275,335,2024-03-23,1.36,Netflix,False,29.94,5.92,Booster
276,4756,2024-02-05,2.35,WhatsApp,False,34.9,16.23,Booster
277,4665,2024-03-02,2.52,Netflix,False,45.28,12.64,Daily
278,4273,2024-02-08,4.37,Facebook,False,42.7,19.1,Daily
279,2872,2024-02-10,4.47,Instagram,False,8.13,6.63,Daily
280,2616,2024-02-29,2.97,Facebook,False,46.82,3.35,Daily
281,4873,2024-03-26,1.48,WhatsApp,False,8.66,14.62,Booster
282,4173,2024-03-06,4.11,Netflix,False,17.19,19.74,Booster
283,933,2024-02-28,3.99,Netflix,False,27.11,3.77,Unlimited
284,636,2024-02-09,4.01,Netflix,False,46.8,2.93,Unlimited
285,3230,2024-03-31,0.18,WhatsApp,False,32.1,9.18,Daily
286,1191,2024-01-19,3.79,Facebook,False,44.0,14.69,Booster
287,12,2024-02-24,4.28,Netflix,False,47.2,12.34,Booster
288,4003,2024-02-15,3.06,Instagram,False,37.93,18.86,Daily
289,4927,2024-01-04,3.78,Instagram,False,25.13,16.38,Unlimited
290,1450,2024-03-23,3.9,YouTube,True,20.62,11.88,Unlimited
291,449,2024-03-02,2.58,Instagram,False,15.21,7.86,Booster
292,2497,2024-01-25,4.09,YouTube,True,26.32,16.87,Booster
293,427,2024-03-03,3.98,Netflix,False,4.31,10.28,Booster
294,916,2024-03-10,4.59,WhatsApp,False,12.95,17.63,Booster
295,3170,2024-01-13,4.61,WhatsApp,False,19.2,12.41,Unlimited
296,4727,2024-03-26,2.7,WhatsApp,False,42.96,14.44,Unlimited
297,4322,2024-01-04,0.25,Netflix,False,20.05,1.89,Booster
298,447,2024-01-02,0.19,Netflix,True,13.5,19.82,Unlimited
299,1911,2024-03-07,4.7,Facebook,False,39.57,15.34,Unlimited
300,3736,2024-01-30,1.75,Instagram,False,47.27,12.06,Unlimited
301,2251,2024-01-04,1.95,Netflix,False,39.19,11.11,Unlimited
302,4771,2024-02-17,2.4,Instagram,False,8.04,12.39,Booster
303,2682,2024-02-12,1.4,WhatsApp,False,17.38,1.87,Unlimited
304,1402,2024-02-14,2.99,Instagram,False,30.94,7.93,Booster
305,3408,2024-01-13,3.94,Facebook,False,11.41,2.7,Daily
306,1044,2024-02-16,1.36,WhatsApp,True,32.56,4.33,Daily
307,3019,2024-01-28,3.74,Instagram,False,13.33,7.33,Booster
308,392,2024-02-06,3.39,Facebook,False,28.05,13.78,Booster
309,4820,2024-01-28,2.68,Instagram,False,35.92,18.68,Unlimited
310,1286,2024-01-27,1.69,Facebook,False,39.77,19.75,Daily
311,4110,2024-03-29,4.38,Instagram,False,40.43,15.27,Daily
312,2435,2024-01-30,2.07,WhatsApp,False,39.19,6.11,Daily
313,642,2024-01-06,1.94,WhatsApp,False,8.58,7.12,Unlimited
314,1046,2024-01-09,3.24,YouTube,True,49.49,6.83,Booster
315,4321,2024-01-06,4.61,Facebook,False,39.06,16.93,Unlimited
316,4038,2024-01-29,2.59,Instagram,False,7.0,15.72,Daily
317,3048,2024-03-27,3.64,Instagram,False,35.48,2.2,Unlimited
318,1158,2024-03-10,2.34,Instagram,False,24.56,10.4,Unlimited
319,3250,2024-03-26,1.17,Netflix,False,22.54,13.19,Booster
320,3628,2024-03-06,0.71,Facebook,False,34.48,1.3,Unlimited
321,1544,2024-02-22,0.77,Instagram,False,10.06,12.28,Unlimited
322,792,2024-03-10,0.2,YouTube,False,49.97,18.89,Unlimited
323,437,2024-01-05,2.81,WhatsApp,False,28.14,1.9,Booster
324,3515,2024-01-20,0.74,Netflix,False,30.54,4.25,Daily
325,4677,2024-01-12,4.34,Netflix,False,22.41,2.96,Booster
326,4783,2024-01-08,4.92,WhatsApp,False,31.08,8.02,Booster
327,4461,2024-02-27,2.53,Netflix,False,33.87,8.02,Daily
328,3960,2024-02-18,2.3,YouTube,False,18.58,19.16,Daily
329,4365,2024-03-04,1.81,YouTube,False,24.18,16.21,Daily
330,1717,2024-02-19,3.23,WhatsApp,False,14.27,13.11,Booster
331,3637,2024-02-08,3.08,Facebook,True,39.05,13.2,Daily
332,3365,2024-02-09,1.78,Netflix,False,37.39,13.66,Unlimited
333,4174,2024-01-31,1.78,Instagram,True,40.92,4.25,Daily
334,189,2024-01-03,3.26,Instagram,False,35.74,7.73,Booster
335,2719,2024-03-23,2.82,YouTube,False,2.96,13.28,Unlimited
336,2406,2024-03-12,3.62,Facebook,False,11.18,1.64,Booster
337,3931,2024-01-30,4.71,Facebook,False,20.65,10.31,Daily
338,3166,2024-01-29,3.92,Netflix,False,13.24,16.9,Unlimited
339,903,2024-03-10,1.59,Netflix,False,27.52,11.36,Unlimited
340,341,2024-02-25,3.82,WhatsApp,False,45.11,17.44,Booster
341,2882,2024-03-06,2.31,YouTube,False,37.43,15.18,Unlimited
342,4507,2024-03-27,3.91,WhatsApp,False,14.79,11.24,Booster
343,4994,2024-03-03,4.44,WhatsApp,False,21.08,8.16,Unlimited
344,644,2024-01-30,1.32,Facebook,False,4.49,13.46,Booster
345,21,2024-02-22,1.27,Netflix,False,2.3,10.45,Unlimited
346,3073,2024-02-15,2.22,Instagram,False,22.41,19.89,Booster
347,678,2024-01-09,0.35,WhatsApp,False,36.94,12.6,Daily
348,1100,2024-01-07,3.46,YouTube,False,43.32,5.78,Daily
349,2651,2024-03-03,3.77,WhatsApp,False,22.71,19.3,Unlimited
350,3470,2024-02-16,1.79,Instagram,True,10.65,6.45,Daily
351,4184,2024-02-13,2.38,Instagram,False,14.55,17.92,Daily
352,2065,2024-02-18,2.99,YouTube,False,23.38,10.35,Booster
353,3401,2024-03-19,0.46,Instagram,False,33.18,14.39,Daily
354,2872,2024-03-19,3.59,Instagram,False,28.06,4.83,Unlimited
355,2431,2024-03-25,2.68,Instagram,False,42.35,11.63,Unlimited
356,2688,2024-03-02,3.16,WhatsApp,False,2.89,4.82,Unlimited
357,1417,2024-02-28,3.65,YouTube,True,49.62,5.51,Unlimited
358,4406,2024-03-18,3.41,WhatsApp,False,46.6,4.07,Unlimited
359,492,2024-03-15,0.57,YouTube,False,9.18,9.54,Unlimited
360,760,2024-03-15,3.93,Instagram,False,4.31,10.78,Daily
361,3502,2024-03-24,3.09,Instagram,True,31.65,5.99,Daily
362,1,2024-01-13,3.6,Netflix,False,36.63,12.66,Booster
363,2089,2024-01-30,1.38,Instagram,False,24.81,6.15,Unlimited
364,3657,2024-03-24,1.18,YouTube,True,15.36,10.91,Unlimited
365,4768,2024-02-12,4.15,Facebook,False,32.68,14.03,Booster
366,212,2024-02-20,2.01,YouTube,False,32.52,2.14,Daily
367,3723,2024-01-08,2.92,Instagram,False,9.12,17.34,Unlimited
368,3518,2024-02-06,2.8,Instagram,False,40.38,7.8,Booster
369,1966,2024-03-30,2.97,Facebook,False,37.98,10.82,Unlimited
370,304,2024-03-04,0.44,Instagram,False,6.07,9.47,Unlimited
371,4787,2024-02-08,1.58,Netflix,False,24.2,19.04,Unlimited
372,3773,2024-01-08,0.43,Facebook,True,20.88,4.61,Unlimited
373,1782,2024-03-02,2.45,WhatsApp,False,24.2,12.91,Booster
374,3226,2024-03-22,4.52,Netflix,False,24.14,16.74,Daily
375,4712,2024-02-08,2.01,YouTube,False,27.15,9.14,Daily
376,4619,2024-01-14,3.93,Netflix,True,15.31,7.37,Daily
377,2073,2024-02-21,1.51,Netflix,True,24.54,3.13,Unlimited
378,808,2024-03-22,4.3,Instagram,False,6.78,14.69,Booster
379,4121,2024-02-26,2.16,WhatsApp,False,10.48,15.94,Booster
380,1777,2024-01-21,1.84,Facebook,True,6.23,6.96,Daily
381,3191,2024-01-23,3.52,Netflix,False,10.94,15.74,Booster
382,4043,2024-01-04,2.61,Instagram,False,2.21,2.9,Booster
383,4204,2024-03-14,1.75,Netflix,False,3.82,9.18,Booster
384,1354,2024-02-12,0.38,WhatsApp,False,40.24,6.26,Daily
385,180,2024-01-11,0.92,Facebook,False,11.56,6.23,Booster
386,881,2024-03-24,3.88,Instagram,False,26.96,18.68,Unlimited
387,1831,2024-01-19,4.61,Netflix,False,19.78,15.75,Unlimited
